id,added,manager,contragent,task,confirmed,master,done,canceled,userc,more,status,location
152,03.04.2023 09:53,5195792294,309054851,Заправка hp428-1,03.04.2023 09:55,563934644,03.04.2023 15:53,,,,3,
153,03.04.2023 10:37,5195792294,305135397,"на складе canon 237

 Ахмедова Шаира дополнил(а) заявку...
Главное меню",03.04.2023 12:41,5057169611,03.04.2023 14:37,,,,3,
154,03.04.2023 10:38,5195792294,207240048,"057 - 2
505 -5
737 -1
226 - 1
1 принтер на ремонт. Шумит шестерёнка.",03.04.2023 14:03,301781583,03.04.2023 16:22,,,,3,
155,03.04.2023 10:59,2127111176,305442712,Canon 734,03.04.2023 11:42,563934644,03.04.2023 15:53,,,,3,
156,03.04.2023 11:06,5195792294,306575554,Установка и подключение  нов принтера  canon mf 910 ко всем ПК,03.04.2023 14:14,685927410,03.04.2023 14:14,,,,3,
157,03.04.2023 11:13,821636275,202099756,Problema: Smart - Drujba.50157. Заправка принтера*. 998565606. Абдували. Запрвака Korzinka,03.04.2023 11:14,821636275,03.04.2023 13:56,,,,3,
158,03.04.2023 11:28,5195792294,203146221,Заправка HP 404,03.04.2023 13:43,432066117,04.04.2023 17:57,,,,3,
159,03.04.2023 11:59,5195792294,309257076,"Canon MF 232w
 Canon 443dw  
по несколько штук",03.04.2023 14:39,5057169611,03.04.2023 17:11,,,,3,
160,03.04.2023 13:42,821636275,202099756,Problema: ХК Куйлюк.50173. Заправка принтера*. 901355058. Иброхим. Заправка принтера Korzinka,03.04.2023 13:44,821636275,03.04.2023 17:09,,,,3,
161,03.04.2023 13:43,821636275,202099756,Problema: Некст RedTag.50175. Заправка принтера REDTAG*. 977779017. АбдулАзиз. Заправка принтера Korzinka,03.04.2023 13:54,563934644,03.04.2023 15:53,,,,3,
162,03.04.2023 13:43,821636275,202099756,Problema: Некст RedTag.50175. Заправка принтера REDTAG*. 977779017. АбдулАзиз. Заправка принтера Korzinka,03.04.2023 13:48,5057169611,04.04.2023 16:49,,,,3,
163,03.04.2023 15:01,5195792294,200638670,"Адрес:С.Азимова 68
Canon mf 4410
epson l132

 Ахмедова Шаира дополнил(а) заявку...
+998908083233 Даврон",04.04.2023 08:10,432066117,04.04.2023 12:22,,,,3,
164,03.04.2023 15:46,5195792294,200934834,"Адрес : М.Улугбекский р-н Ул.Сайрам 5 тор куча 
Заправки картриджей canon 6030 и 2900",04.04.2023 09:12,563934644,04.04.2023 17:33,,,,3,
165,03.04.2023 17:40,5195792294,207084147,"CANON   LBP – 251      – 1 шт – Наташа
CANON LBP 2900 В      – 1 шт; Гала",04.04.2023 08:10,432066117,04.04.2023 12:22,,,,3,
166,04.04.2023 07:49,821636275,202099756,Problema: AddNot Korzinka - Beruniy.50192. Заправка принтера*. 900077730. Мубина. Старший кассир хонасидаги принтерни заправка килиш керак Korzinka,04.04.2023 10:26,596759592,04.04.2023 11:28,,,,3,
167,04.04.2023 07:50,821636275,202099756,Problema: Korzinka - Shtab.50195. Заправка принтера*. 935543303. Икбола. Принтер Canon 2206 печатаеть с разводами и черными полосами Korzinka,04.04.2023 07:50,821636275,04.04.2023 10:34,,,,3,
168,04.04.2023 09:00,821636275,202099756,"50199 Kamolon
974300795 Дониер заправкп",04.04.2023 09:03,5057169611,04.04.2023 10:38,,,,3,
169,04.04.2023 09:10,563934644,309434394,"Заправка CANON IR3125
BL-2
CY-1
MG-1
YL-1",04.04.2023 09:12,563934644,04.04.2023 12:58,,,,3,
170,04.04.2023 09:19,5195792294,205549984,"Замена ЕК
057 H - 6
59x - 2
737 - 1
226 - 4",04.04.2023 09:50,301781583,04.04.2023 11:00,,,,3,
171,04.04.2023 09:26,5195792294,306421208,"Принтер HP M507  
Waikiki magic city беш ёгоч
AY, [04.04.2023 9:17]
993455855
Абдурахмон",04.04.2023 09:36,563934644,05.04.2023 10:53,,,,3,
172,04.04.2023 10:38,821636275,202099756,"50207 туркменский
909088767
Заправка. Завсклад.",04.04.2023 10:39,5057169611,04.04.2023 12:06,,,,3,
173,04.04.2023 10:40,821636275,202099756,"50208 Касса
935501414
Заправка",04.04.2023 10:42,821636275,04.04.2023 13:14,,,,3,
174,04.04.2023 11:04,5195792294,307308550,"canon 4410
hp m28",05.04.2023 08:32,596759592,05.04.2023 09:51,,,,3,
175,04.04.2023 11:22,821636275,202099756,"Заказчик: Korzinka - Kohinur
Номер заявки: 000000050212
Вид заявки: Заправка принтера*
Телефон инициатора: 977407344
Инициатор: Давронова Дилбар
Тема заявки: Краска закончился
Задача (сокр): Краска закончился",04.04.2023 12:59,5057169611,04.04.2023 16:25,,,,3,
176,04.04.2023 11:33,5195792294,206982240,canon llb 3010 пачкает при печати (бух),04.04.2023 12:21,432066117,05.04.2023 11:23,,,,3,
177,04.04.2023 12:30,5195792294,308352839,"Canon mf 643 полная заправка  + 1 нов картри (желт)
canon 443-1 
canon 3010-1
canon 2900-1 нов картридж",05.04.2023 07:58,432066117,06.04.2023 10:19,,,,3,
178,04.04.2023 13:24,5195792294,204422470,"HP 401 -2
HP 404 1",06.04.2023 16:38,432066117,06.04.2023 18:05,,,"Мастер ТУРАБЕКОВ ТЕМУР принял заявку 05.04.2023 11:24.
 05.04.2023 11:53отказался от выполнения",3,
179,04.04.2023 13:32,5195792294,207153646,canon 232-7шт,05.04.2023 07:58,432066117,06.04.2023 10:19,,,,3,
180,04.04.2023 13:36,5195792294,300644923,canon 2900-1  нов картридж,04.04.2023 13:37,563934644,05.04.2023 12:09,,,,3,
181,04.04.2023 13:40,5195792294,206952769,"Замена ЕК
сanon 737-6
725-2 (брак)
2612А-3
057-8
057H-3",04.04.2023 15:53,301781583,04.04.2023 16:24,,,,3,
182,04.04.2023 13:57,821636275,202099756,"Заказчик: Korzinka - Globus
Номер заявки: 000000050222
Вид заявки: Заправка принтера*
Телефон инициатора: 998280106
Инициатор: Жахонгир
Тема заявки: Заправка
Задача (сокр): Нужно заправить принтеры у главного товараведа и ст кассира",04.04.2023 13:58,821636275,04.04.2023 17:44,,,,3,
183,04.04.2023 13:56,2127111176,206939545,Hp283 принтира заправка,04.04.2023 19:49,563934644,05.04.2023 17:29,,,,3,
184,04.04.2023 14:06,5195792294,304927836,canon 244-1,04.04.2023 14:55,432066117,04.04.2023 15:45,,,,3,
185,04.04.2023 14:50,5195792294,30216865,canon mf 3010-1+ 1нов картридж,04.04.2023 19:49,563934644,05.04.2023 17:30,,,,3,
186,04.04.2023 16:35,5195792294,201103878,hp 1536 (надо спросить и в других каб-ах),05.04.2023 08:32,596759592,05.04.2023 17:42,,,,3,
187,04.04.2023 17:19,5195792294,207141115,"Замена ЕК 
057-10
725-5
728-5
Забрать принтер на ремонт",05.04.2023 10:33,301781583,05.04.2023 11:43,,,,3,
188,05.04.2023 07:52,821636275,202099756,"Заказчик: Korzinka - Riyoziy
Номер заявки: 000000050242
Вид заявки: Заправка принтера*
Телефон инициатора: 994726446
Инициатор: Ихлос
Тема заявки: Принтер не работает
Задача (сокр): Принтер не работает",05.04.2023 07:55,5057169611,05.04.2023 09:44,,,,3,
189,05.04.2023 09:20,5195792294,300808829,"Гос.россия филиал
Принтер MF216",05.04.2023 09:45,5057169611,05.04.2023 11:32,,,,3,
190,05.04.2023 09:41,5195792294,207287194,"Сanon mf230 -1

 Ахмедова Шаира дополнил(а) заявку...
исправили canon mf 230-2шт",05.04.2023 10:24,563934644,05.04.2023 12:10,,,,3,
191,05.04.2023 10:34,0,203591761,"505 - 7 шт.
226 - 2 шт.
737 - 2 шт.
725 - 1 шт.
2612 - 7 шт.
057 - 15 шт.
ОПЕРУ ""Капиталбанк""
Ринат +998933945821",05.04.2023 15:46,301781583,05.04.2023 15:46,,,,3,
192,05.04.2023 11:05,5195792294,306827563,"Canon 443 -7
  canon 421-1",05.04.2023 20:38,596759592,06.04.2023 10:33,,,,3,
193,05.04.2023 11:56,821636275,202099756,Problema: Korzinka - Labzak.50255. Заправка принтера*. 974347848. Бобрур. заправка  принтера Korzinka,05.04.2023 12:17,5057169611,05.04.2023 15:31,,,,3,
194,05.04.2023 12:24,5195792294,302593037,HP MFP1005-2,05.04.2023 20:54,563934644,06.04.2023 14:39,,,,3,
195,05.04.2023 13:11,821636275,202099756,"Заказчик: РЦ Ханабад
Номер заявки: 000000050256
Вид заявки: Заправка принтера*
Телефон инициатора: 974235353
Инициатор: Jamshid
Тема заявки: 6ta kartrij zapravka qilish kerak.
Задача (сокр): ЗАПРАВКА 
 КАРТРИДЖЕЙ СРОЧНО!!!!",05.04.2023 13:11,821636275,05.04.2023 17:46,,,,3,
196,05.04.2023 14:46,821636275,202099756,"Заказчик: Korzinka - Biznes
Номер заявки: 000000050265
Вид заявки: Заправка принтера*
Телефон инициатора: 333225236
Инициатор: Ахатов Жахонгир
Тема заявки: Заправка картриджа
Задача (сокр): Добрый день! Требуется заправка на 2х принтерах в маркете Korzinka BIZNES.
Кол-во картриджей 4",05.04.2023 17:46,821636275,05.04.2023 17:47,,,,3,
197,05.04.2023 15:12,821636275,202099756,"Заказчик: Smart - Drujba
Номер заявки: 000000050266
Вид заявки: Заправка принтера*
Телефон инициатора: 977570666
Инициатор: Аббос
Тема заявки: скрипит принтер
Задача (сокр): При печати принтер скрипит",05.04.2023 15:15,5057169611,05.04.2023 17:00,,,,3,
198,05.04.2023 15:51,821636275,202099756,"Заказчик: Korzinka - Samara
Номер заявки: 000000050268
Вид заявки: Заправка принтера*
Телефон инициатора: 909191965
Инициатор: Акбар
Тема заявки: надо заправит принтера в комнате Зав. склада
Задача (сокр): надо заправит принтера в комнате Зав. склада  и ст.кассир
прошу отправит мастера",05.04.2023 16:21,563934644,05.04.2023 20:38,,,,3,
199,05.04.2023 17:30,5195792294,207240048,"О57-7
505-2",06.04.2023 10:21,301781583,06.04.2023 14:20,,,,3,
200,06.04.2023 08:02,821636275,202099756,"Заказчик: Korzinka - Setor
Номер заявки: 000000050288
Вид заявки: Заправка принтера*
Телефон инициатора: 935279944
Инициатор: Фаррух
Тема заявки: Принтер
Задача (сокр): надо заправит принтер",06.04.2023 08:04,5057169611,06.04.2023 09:59,,,,3,
201,06.04.2023 09:40,821636275,202099756,"Заказчик: Korzinka - Mercato
Номер заявки: 000000050291
Вид заявки: Заправка принтера*
Телефон инициатора: 971782747
Инициатор: Турсункулова Бахора
Тема заявки: Заправка принтера
Задача (сокр): Здравствуйте!
Надо заправить принтера!",06.04.2023 09:41,5057169611,06.04.2023 11:17,,,,3,
202,06.04.2023 09:49,5195792294,302791012,"Epson l 1300
Заявка на 07,04,2023

 Ахмедова Шаира дополнил(а) заявку...
canon 226-2 шт
Epson l 1300- не надо",07.04.2023 12:03,5057169611,07.04.2023 13:55,,,,3,
203,06.04.2023 10:02,821636275,202099756,"Заказчик: Korzinka - Globus
Номер заявки: 000000050298
Вид заявки: Заправка принтера*
Телефон инициатора: 970363668
Инициатор: Судоба
Тема заявки: Заправка принтера
Задача (сокр): Заправка принтера в комнате СТ кассира",06.04.2023 10:02,821636275,06.04.2023 12:47,,,,3,
204,06.04.2023 10:02,5195792294,306799489,"надо посмотреть все принтера этого филиала+ сanon 325 (касса) 
+998937334227 Шахзода",06.04.2023 10:29,563934644,06.04.2023 14:39,,,,3,
205,06.04.2023 10:11,5195792294,301382607,Epson L1300 - сброс памперса,06.04.2023 16:38,432066117,06.04.2023 18:06,,,,3,
206,06.04.2023 10:23,5195792294,204501594,Canon mf 4730,06.04.2023 10:28,563934644,06.04.2023 15:04,,,,3,
207,06.04.2023 10:34,821636275,202099756,"Заказчик: Korzinka - Rakat
Номер заявки: 000000050300
Вид заявки: Заправка принтера*
Телефон инициатора: 973331514
Инициатор: САЛИМ
Тема заявки: заправка принтера и профилактика
Задача (сокр): 
заправка принтера и профилактика",06.04.2023 10:51,5057169611,06.04.2023 14:08,,,,3,
208,06.04.2023 12:07,5195792294,207311702,canon 247-2,06.04.2023 12:12,563934644,06.04.2023 16:25,,,,3,
209,06.04.2023 13:34,5195792294,205529921,Диагностика всех ПК,07.04.2023 16:08,685927410,07.04.2023 16:09,,,,3,
210,06.04.2023 15:20,5195792294,207162739,hp pro mfpm28a не печатает,06.04.2023 16:20,432066117,06.04.2023 16:38,,,,3,
211,06.04.2023 15:23,5195792294,300939824,"Canon 3010
Canon 4410
Canon 6020",07.04.2023 09:39,821636275,07.04.2023 12:44,,,,3,
212,06.04.2023 15:32,5195792294,304906617,canon lbp 653-1,10.04.2023 08:48,432066117,10.04.2023 15:55,,,,3,
213,05.04.2023 16:38,5195792294,204815109,"Комната 309, Canon LBP 3010",06.04.2023 16:10,563934644,06.04.2023 16:26,,,,3,
214,05.04.2023 16:55,5195792294,207300652,Canon MF 3010 - 3,06.04.2023 16:53,821636275,06.04.2023 16:53,,,,3,
215,05.04.2023 16:03,5195792294,304244033,На алайском Canon MF 3010,06.04.2023 16:08,5057169611,06.04.2023 16:53,,,,3,
216,06.04.2023 17:49,5195792294,301131778,"hp2727-1 
canon 416 -3 (РЕМОНТ КАРТРИДЖА )",07.04.2023 12:57,563934644,07.04.2023 14:19,,,,3,
217,07.04.2023 09:45,5195792294,206795774,"Canon MF4410 - 1 заправить. 
просят приехать до обеда",07.04.2023 13:45,432066117,07.04.2023 17:50,,,,3,
218,07.04.2023 11:08,2127111176,301016531,заправка canon 4410 canon 2900,07.04.2023 14:40,563934644,07.04.2023 17:34,,,,3,
219,07.04.2023 11:18,5195792294,207136784,"ул.А.Навойи 30
Canon 6140-1 не печатает",10.04.2023 08:35,596759592,11.04.2023 11:53,,,,3,
220,07.04.2023 13:28,821636275,202099756,"Заказчик: Korzinka - Rakat
Номер заявки: 000000050343
Вид заявки: Заправка принтера*
Телефон инициатора: 988001266
Инициатор: Davronbek
Тема заявки: Заправка принтера* ком зав склада
Задача (сокр): Заправка принтера* ком зав склада",07.04.2023 13:28,5057169611,07.04.2023 16:40,,,,3,
221,07.04.2023 13:47,821636275,202099756,"Заказчик: Korzinka - Qorasaroy
Номер заявки: 000000050347
Вид заявки: Заправка принтера*
Телефон инициатора: 998409185
Инициатор: Sherzod
Тема заявки: Заправка принтера
Задача (сокр): Заправка  принтера ( кабинент ст кассира и менежера)",07.04.2023 14:50,821636275,07.04.2023 17:36,,,,3,
